id,citizen_id,broker_id,application_type,status,submission_date,documents,is_fraud,owner_name,owner_so,owner_address,ownership,chassis_number,engine_number,cubic_capacity,maker_name,model_name,date_of_registration,registration_valid_upto,tax_valid_upto,fitness_status,vehicle_class,vehicle_description,fuel_type,emission_norm,seat_capacity,vehicle_color,insurance_details,insurance_valid_upto,pucc_no,pucc_valid_upto,registering_authority,registration_number
141,515,82,Renewal,Pending,2025-05-21,"aadhaar,pan,etc",False,Ishani Sood,Jack Edwin,"H.No. 52, Raghavan Nagar, Bally-647557",Single,14374610959113401,2422457837,894 CC,Tata Motors,City,2025-07-24,2025-03-02,2022-08-29,Valid,HCV,Motorcycle,CNG,BS4,7,Silver,Master-Chander,2021-09-05,1145052578,2023-10-31,Amravati,TN74CH8774
142,604,41,New Registration,Pending,2025-03-26,"aadhaar,pan,etc",False,Oni Bhandari,Elijah Mahajan,"509
Bhavsar Road
Gandhidham-882488",Partner,68973412225025236,390948251,1072 CC,Honda,City,2021-07-27,2020-09-06,2021-08-05,Expired,HMV,Car,Petrol,BS6,5,Silver,Char-Saxena,2022-06-30,4709942097,2022-11-09,Durg,TN63CH9643
143,855,33,Transfer,Rejected,2025-09-01,"aadhaar,pan,etc",False,Azad Thaman,Azaan Dutta,"775, Thakkar Nagar, Jaunpur-309222",Single,32847779990323276,7012611302,877 CC,Hyundai,City,2021-08-26,2020-04-29,2022-05-06,Valid,LMV,Car,Electric,BS6,6,Silver,Sanghvi and Sons,2024-05-06,1591107065,2025-09-24,Proddatur,TN66CH3600
144,514,7,Renewal,Pending,2025-06-13,"aadhaar,pan,etc",False,Aryan Sant,Hitesh Gour,"93/55
Chaudhari Chowk
Thrissur-631380",Partner,42061671764762746,8417427760,1731 CC,Volkswagen,Innova,2024-12-08,2023-03-26,2020-04-28,Valid,HCV,Car,Electric,BS4,2,Black,Badami Inc,2021-08-26,5260402191,2024-02-16,Raurkela Industrial Township,TN62CH2290
145,746,4,Transfer,Approved,2025-07-08,"aadhaar,pan,etc",False,Robert Raj,Akshay Andra,"H.No. 34, Vyas Road, North Dumdum 240716",Single,55378852789417996,5778143914,1060 CC,Tata Motors,i10,2020-04-29,2021-10-18,2025-04-24,Valid,LMV,Motorcycle,Electric,BS4,7,Black,"Luthra, Zachariah and Narayanan",2022-12-17,5153170769,2023-10-20,Gwalior,TN50CH3665
146,811,11,New Registration,Pending,2025-01-22,"aadhaar,pan,etc",False,Udant Raja,Chaitaly Kata,"026, Bora Zila
Kirari Suleman Nagar-560256",Partner,13533323927743229,8059843412,1866 CC,Honda,Polo,2024-10-17,2021-01-31,2021-01-27,Expired,MCV,Bus,Petrol,BS6,3,Grey,Singh Ltd,2020-12-29,4908508462,2024-03-30,Patiala,TN57CH6000
147,220,94,Transfer,Approved,2025-04-19,"aadhaar,pan,etc",False,Dhruv Swaminathan,Nihal Bhat,"35/380
Pall Path
Shimla 414158",Single,78848596991588076,6093661663,1190 CC,Volkswagen,Figo,2022-06-26,2020-05-13,2022-01-11,Valid,LMV,Bus,CNG,BS4,9,White,Gulati-Thakkar,2023-12-30,5513843414,2020-11-17,Rampur,TN46CH3906
148,194,25,Renewal,Pending,2025-09-25,"aadhaar,pan,etc",True,Widisha Walia,Pratyush Kade,"85, Varkey Chowk, Gandhidham 904215",Single,26858239604842512,8527396291,1053 CC,Toyota,City,2021-12-03,2022-09-04,2023-11-23,Valid,MCV,Motorcycle,Petrol,BS4,8,White,Saraf Ltd,2024-01-18,5681331067,2023-02-03,Hazaribagh,TN92CH6737
149,639,3,New Registration,Pending,2025-09-09,"aadhaar,pan,etc",False,Wridesh Mukhopadhyay,Ishita Kara,"H.No. 27, Chacko Chowk, Vijayanagaram-149500",Partner,17789332999845750,3573903371,1805 CC,Honda,City,2020-03-23,2020-12-11,2021-01-16,Expired,HCV,Truck,CNG,BS6,6,Black,Ramesh and Sons,2022-03-19,7147601243,2024-08-18,Bhilwara,TN19CH4294
150,701,37,Renewal,Pending,2025-03-29,"aadhaar,pan,etc",False,Eiravati Puri,Osha Bhattacharyya,"H.No. 811
Sangha Path, Agartala 215386",Single,51918356683767047,8634881716,801 CC,Hyundai,Nexon,2021-05-05,2022-02-13,2021-06-03,Expired,LMV,Bus,Petrol,BS6,5,White,"Sood, Shere and Dhar",2022-06-12,1528937952,2020-08-18,Kanpur,TN97CH9227
151,911,11,New Registration,Pending,2025-02-02,"aadhaar,pan,etc",False,Warda Patel,Om Wadhwa,"31, Kalla Street, Gudivada-744673",Partner,63395934565546381,6978371676,1728 CC,Hyundai,Innova,2023-05-10,2021-10-31,2022-04-13,Valid,HMV,Car,Petrol,BS4,8,Grey,"Magar, Ram and Lala",2024-04-25,3958722061,2021-02-24,Tumkur,TN21CH3453
152,285,67,New Registration,Rejected,2025-09-18,"aadhaar,pan,etc",True,Yashasvi Krishna,Ekansh Bhakta,"H.No. 588
Shukla
Bhopal-731492",Single,27460335713591006,4866650158,906 CC,Honda,City,2024-12-28,2023-10-15,2025-07-24,Valid,MCV,Car,Diesel,BS6,3,Silver,Palan-Solanki,2024-04-01,3708419411,2024-05-25,Gandhinagar,TN61CH9237
153,191,41,Transfer,Approved,2025-05-06,"aadhaar,pan,etc",False,Alka Barad,Parth Tella,"28/48
Gour Zila
Sambhal-229594",Single,93097468637523623,6118496306,801 CC,Hyundai,Innova,2025-04-15,2020-08-31,2020-02-10,Expired,HMV,Motorcycle,Diesel,BS6,4,Silver,"Toor, Mane and Bava",2022-10-10,9514517208,2021-11-11,Panchkula,TN45CH7618
154,383,21,Renewal,Rejected,2025-01-30,"aadhaar,pan,etc",False,Lakshit Kakar,Aradhana Bal,"H.No. 91, Kumer Ganj
Ghaziabad 159171",Single,59018891947210194,2777075965,1279 CC,Volkswagen,Figo,2025-09-12,2020-06-16,2024-04-30,Expired,MCV,Truck,Petrol,BS4,8,Grey,Nayar Ltd,2023-06-13,2386696066,2021-01-31,Saharanpur,TN64CH6529
155,610,81,Transfer,Pending,2025-06-25,"aadhaar,pan,etc",False,Pavani Tiwari,Nilima Khosla,"H.No. 866, Desai Road
Udaipur-438253",Partner,9413058752994161,2124039841,1518 CC,Honda,Figo,2023-02-17,2024-01-04,2020-10-19,Valid,LMV,Bus,Petrol,BS6,2,Blue,"Dey, Deshpande and Deshmukh",2023-02-27,2966337062,2021-10-16,Allahabad,TN97CH1230
156,946,7,Renewal,Approved,2025-02-27,"aadhaar,pan,etc",False,Arya Manne,Yashvi Zacharia,"97/715, Khare Road, Pune 784098",Partner,16120028488562946,322256855,1342 CC,Volkswagen,Figo,2022-08-16,2025-09-09,2022-10-22,Valid,HMV,Car,Diesel,BS4,2,White,"Rastogi, Shetty and Tata",2025-05-05,9295941264,2024-12-25,Bhavnagar,TN37CH2702
157,141,23,New Registration,Rejected,2025-09-11,"aadhaar,pan,etc",False,Mitesh Narasimhan,Ishani Ramachandran,"03/51
Buch Chowk, Rajpur Sonarpur-306953",Single,37945138876570699,3133566049,1638 CC,Toyota,Swift,2024-04-13,2024-05-13,2020-02-12,Valid,LMV,Truck,CNG,BS6,6,Red,"Thakur, Borah and Banerjee",2021-01-26,8538392134,2025-02-13,Bathinda,TN92CH1324
158,498,47,New Registration,Approved,2025-04-14,"aadhaar,pan,etc",False,Victor Pal,Meera Jhaveri,"65, Oak Ganj, Ambattur-549293",Single,77901260324532489,6118822187,1558 CC,Ford,City,2023-03-23,2020-11-14,2023-05-19,Expired,HMV,Car,Electric,BS4,7,Silver,"Sawhney, Munshi and Andra",2024-04-15,6370715345,2025-08-28,Cuttack,TN67CH7920
159,875,10,New Registration,Approved,2025-08-26,"aadhaar,pan,etc",False,Yamini Bhatnagar,Arjun Tella,"H.No. 95
Vyas Road
Hapur-361635",Partner,93078291785857284,8894145440,931 CC,Hyundai,Figo,2024-03-05,2020-01-12,2021-11-26,Valid,LMV,Bus,Diesel,BS4,5,Red,Borde and Sons,2021-04-29,1674846674,2023-09-16,Dhule,TN11CH1761
160,717,38,Transfer,Rejected,2025-06-13,"aadhaar,pan,etc",False,Ekapad Contractor,Arunima Garde,"95/54, Comar
North Dumdum-395564",Partner,98644814653756507,7772799585,1015 CC,Honda,Innova,2024-04-21,2020-06-02,2025-01-17,Valid,MCV,Motorcycle,Electric,BS4,2,Silver,Panchal-Kade,2023-04-12,9762825651,2024-11-10,Anantapuram,TN38CH3408
161,826,58,Renewal,Approved,2025-02-14,"aadhaar,pan,etc",False,Advaith Chaudhary,Wridesh Morar,"95/35
Edwin Ganj, Thanjavur 708282",Partner,40488542722189999,2598089135,1743 CC,Maruti Suzuki,Swift,2023-04-12,2022-11-26,2024-11-30,Expired,HCV,Car,CNG,BS4,6,Blue,"Balasubramanian, Raman and D’Alia",2022-11-20,7978538429,2023-10-23,North Dumdum,TN59CH9207
162,491,87,New Registration,Approved,2025-08-19,"aadhaar,pan,etc",False,Daksha Nori,Fitan Ghosh,"H.No. 406
Bala Zila
Warangal 220213",Partner,3986844182554409,8723421768,1698 CC,Honda,City,2021-11-15,2020-11-28,2025-07-24,Valid,LMV,Motorcycle,Electric,BS4,2,Blue,Kara-Nadig,2022-05-15,1981873555,2023-01-29,Adoni,TN27CH5355
163,354,31,New Registration,Rejected,2025-04-07,"aadhaar,pan,etc",False,Chanakya Thaman,Chandresh Samra,"H.No. 706
Naik Street, Mira-Bhayandar 104846",Partner,86934871672405045,3327881985,1728 CC,Tata Motors,Figo,2021-04-30,2023-01-23,2021-03-31,Valid,MCV,Bus,Petrol,BS4,3,White,Batta-Koshy,2022-03-12,1996423000,2025-03-12,Panipat,TN68CH6025
164,431,56,Transfer,Approved,2025-06-15,"aadhaar,pan,etc",True,Darsh Raman,Onveer Dora,"03/97, Biswas Circle
Belgaum 364715",Single,30271490049982104,1122325545,1380 CC,Honda,Polo,2023-06-20,2023-03-27,2020-02-28,Expired,HMV,Bus,Electric,BS6,4,Red,Sem-Bath,2022-05-08,633088133,2023-10-05,Gandhinagar,TN63CH8783
165,696,5,Renewal,Rejected,2025-02-01,"aadhaar,pan,etc",False,Nandini Setty,Nitesh Ramesh,"23, Dutt Marg
Tiruvottiyur 175967",Single,29406837979247657,5103209869,1485 CC,Honda,Swift,2020-07-01,2024-03-11,2024-03-28,Expired,HMV,Truck,Diesel,BS4,8,Black,Manne Inc,2021-11-17,132332704,2025-09-16,Jaipur,TN10CH8362
166,897,76,Renewal,Rejected,2025-03-11,"aadhaar,pan,etc",False,Chasmum Mangat,Kamya Bhakta,"38/256, Sharma Chowk
Aligarh 314918",Partner,21926469470926394,2402185085,1215 CC,Honda,City,2024-04-23,2020-11-01,2025-03-08,Valid,MCV,Car,CNG,BS6,3,Black,"Virk, Puri and Yadav",2023-02-27,1566660725,2025-06-17,Nizamabad,TN72CH1917
167,378,59,New Registration,Rejected,2025-07-12,"aadhaar,pan,etc",False,Advay Buch,Deepa Om,"13/001
Devi Chowk, Jorhat 625121",Partner,22612467188729241,9142898481,1318 CC,Maruti Suzuki,Figo,2021-12-11,2023-10-25,2023-01-28,Valid,MCV,Car,Electric,BS6,4,Blue,Bala-Chakraborty,2023-03-25,7780888339,2024-02-17,Pune,TN49CH1607
168,607,47,Renewal,Rejected,2025-09-15,"aadhaar,pan,etc",False,Jack Upadhyay,Ekansh Upadhyay,"85/191
Kurian Ganj, Anand 157362",Single,97994302369828925,7221256207,1785 CC,Honda,Swift,2023-09-18,2020-06-02,2022-02-01,Valid,HCV,Bus,Electric,BS4,9,Blue,Sharma-Borde,2021-06-18,4291478359,2021-03-01,Chittoor,TN87CH2276
169,4,75,Renewal,Approved,2025-07-12,"aadhaar,pan,etc",False,Qabil Deshmukh,Omisha Raghavan,"69/93, Sidhu Marg
Bikaner 514187",Partner,38146765417365154,7750030248,1398 CC,Tata Motors,Nexon,2024-12-24,2025-05-27,2022-11-26,Valid,LMV,Bus,CNG,BS6,2,White,"Hayre, Kannan and Ganesan",2021-02-05,3428628180,2023-10-29,Pallavaram,TN99CH2166
170,476,42,Transfer,Approved,2025-03-17,"aadhaar,pan,etc",False,Yachana Parekh,Champak Bhatia,"05/25, Devi Circle, Katni-866568",Single,38280343633918075,2850210649,1417 CC,Volkswagen,Innova,2023-05-18,2023-10-01,2024-12-22,Valid,HCV,Car,Petrol,BS6,3,Red,"Chadha, Narayanan and Hora",2023-08-18,6306276863,2023-10-30,Secunderabad,TN87CH3012
171,598,63,Transfer,Approved,2025-01-26,"aadhaar,pan,etc",False,Timothy Karpe,Hiral Kothari,"01/23, Balan Path
Bangalore-135679",Partner,54849138664878345,3762615071,1974 CC,Ford,i10,2024-03-30,2022-08-30,2023-09-07,Expired,HMV,Bus,Diesel,BS4,6,Blue,Agarwal Inc,2024-06-29,6376855397,2023-06-05,Bhiwandi,TN97CH9949
172,457,37,New Registration,Pending,2025-01-22,"aadhaar,pan,etc",False,Nitara Joshi,Harini Varughese,"14/87, Bala Marg
Anantapur 952448",Partner,16276108289420632,9339037638,915 CC,Tata Motors,City,2023-06-11,2025-06-17,2024-07-27,Expired,MCV,Bus,Diesel,BS6,3,Red,"Hegde, Rajan and Khurana",2020-01-05,7197293700,2022-08-01,Arrah,TN28CH3243
173,742,56,Transfer,Rejected,2025-09-27,"aadhaar,pan,etc",False,Hardik Pandit,Bishakha Nagar,"H.No. 473, Bhalla Circle
Katihar 893369",Partner,83379020255006634,2486617929,1111 CC,Hyundai,Figo,2023-07-22,2022-07-22,2025-05-30,Valid,LMV,Motorcycle,Diesel,BS6,3,Blue,Ahuja-Iyengar,2025-04-30,971685493,2023-08-10,Vijayawada,TN45CH8583
174,452,64,New Registration,Pending,2025-03-21,"aadhaar,pan,etc",False,Rachana Salvi,Ekalinga Sani,"H.No. 69, Bhardwaj Path
Sonipat-887464",Partner,95000410921043841,77171168,1094 CC,Maruti Suzuki,i10,2020-12-07,2022-01-07,2024-02-08,Valid,HMV,Truck,Diesel,BS4,3,Black,Baria-Kata,2021-10-27,3298960576,2021-08-09,Chittoor,TN91CH1484
175,831,17,New Registration,Pending,2025-06-19,"aadhaar,pan,etc",False,Neelima Dasgupta,Rayaan Pal,"15, Brar Street, Bally-466983",Single,14706774636872204,1892325807,1961 CC,Honda,Nexon,2024-02-11,2025-01-11,2020-12-22,Valid,HCV,Car,Petrol,BS6,3,Black,Kala-Padmanabhan,2022-02-07,4746206384,2025-06-14,Satara,TN87CH2983
176,142,12,Transfer,Rejected,2025-02-04,"aadhaar,pan,etc",False,Barkha Bahri,Bimala Khurana,"H.No. 060, Sachar Ganj
Mahbubnagar 686217",Single,12547747515652091,5212937641,919 CC,Honda,Polo,2020-05-18,2024-06-28,2021-08-01,Valid,MCV,Truck,Diesel,BS6,5,Black,Sunder Group,2022-05-21,6912879604,2023-11-24,Bokaro,TN35CH5616
177,806,81,Transfer,Approved,2025-06-04,"aadhaar,pan,etc",False,Lopa Chaudhuri,Saksham Chawla,"H.No. 66, Raj Road, Salem-952144",Partner,93518626720166965,5873672154,1623 CC,Hyundai,Swift,2025-06-04,2021-10-26,2021-11-22,Valid,LMV,Bus,Electric,BS4,9,Red,Babu Inc,2023-01-20,7243532057,2021-11-09,Madhyamgram,TN22CH9957
178,620,15,Renewal,Pending,2025-03-10,"aadhaar,pan,etc",False,Yashasvi Edwin,Matthew Parikh,"13/30, Deo Road, Bhind-241810",Single,86288805310015537,4337958183,1615 CC,Toyota,Figo,2021-05-12,2020-10-18,2024-07-01,Valid,HCV,Motorcycle,CNG,BS6,7,Grey,Iyer Ltd,2021-08-08,7343576247,2022-10-18,Pimpri-Chinchwad,TN54CH2886
179,304,83,New Registration,Pending,2025-01-24,"aadhaar,pan,etc",False,Tanish Kumar,Nathan Dhillon,"H.No. 321, Gade Street
Thanjavur 720635",Single,29214307118000437,7215976040,967 CC,Tata Motors,Swift,2023-12-18,2024-07-26,2022-04-12,Valid,HCV,Car,CNG,BS4,4,White,Chanda and Sons,2024-09-25,5151571043,2023-11-24,Ujjain,TN55CH3350
180,174,10,New Registration,Approved,2025-06-02,"aadhaar,pan,etc",False,Tanay Parmar,Vinaya Chauhan,"51/94, Chadha Street, Bokaro-312693",Partner,26290630684264666,4595286325,1820 CC,Tata Motors,City,2021-05-02,2025-06-01,2025-06-18,Valid,MCV,Bus,CNG,BS6,5,Grey,Kamdar-Krishna,2024-02-10,2734859384,2020-10-25,Ratlam,TN35CH2374
181,806,75,Transfer,Approved,2025-05-18,"aadhaar,pan,etc",False,Amol Ravel,Azaan Wable,"H.No. 670, Choudhry
Malda-481692",Single,98846923783137301,7150818236,894 CC,Maruti Suzuki,Innova,2022-07-18,2024-11-26,2024-07-16,Expired,HCV,Bus,CNG,BS6,5,White,Nayar and Sons,2023-05-01,9185479542,2021-03-25,Phusro,TN72CH3225
182,439,52,New Registration,Rejected,2025-05-19,"aadhaar,pan,etc",False,Yoshita Barad,Jagrati Palla,"740
Pathak Zila, Bhilai-459925",Partner,24471999937355008,9278617438,1828 CC,Toyota,Polo,2021-11-05,2022-06-09,2023-01-08,Expired,LMV,Truck,Diesel,BS4,4,Silver,Chhabra-Patel,2022-01-28,4537573244,2022-09-13,Bilaspur,TN94CH7588
183,325,97,New Registration,Rejected,2025-04-09,"aadhaar,pan,etc",False,Gayathri Sachar,Ekaja Desai,"08/16
Varma Marg, Rajpur Sonarpur 069293",Single,57943289742159001,8563774957,1252 CC,Volkswagen,Nexon,2021-11-20,2021-04-25,2021-08-09,Expired,MCV,Motorcycle,CNG,BS4,6,Black,Arora-Raj,2025-01-26,2550925363,2023-07-21,Bangalore,TN72CH8265
184,652,66,Renewal,Approved,2025-03-02,"aadhaar,pan,etc",False,Charvi Raval,Yachana Bansal,"60/681, Ramachandran Circle, Karawal Nagar-148926",Partner,35114787351022219,843038783,1823 CC,Ford,Figo,2023-11-18,2024-10-11,2024-02-24,Expired,HCV,Bus,Electric,BS6,5,Black,"Zacharia, Shan and Ratta",2024-03-21,4490489352,2022-01-04,Nellore,TN37CH1504
185,625,48,Renewal,Approved,2025-09-22,"aadhaar,pan,etc",False,Zaid Sant,Fariq Chahal,"H.No. 274
Amble Chowk, Jorhat-106756",Single,97438421523499013,2629410337,1159 CC,Volkswagen,Polo,2023-10-22,2022-10-25,2025-02-12,Valid,HCV,Car,Petrol,BS6,5,Red,Nayar PLC,2025-08-19,3966934825,2023-10-16,Tinsukia,TN66CH6018
186,805,69,New Registration,Pending,2025-03-15,"aadhaar,pan,etc",False,Nisha Rao,Parth Srivastava,"28/141
Bhatia Nagar
Raebareli-470949",Single,87651462593780318,2809793865,1301 CC,Toyota,Swift,2023-03-22,2023-04-12,2020-07-29,Valid,HCV,Truck,CNG,BS4,8,Grey,More-Bora,2021-04-06,5248858793,2021-02-22,Sultan Pur Majra,TN11CH5007
187,374,54,Renewal,Rejected,2025-02-05,"aadhaar,pan,etc",False,Jagdish Pandey,Yutika Chada,"890, Murty Zila
Udupi-177780",Single,92469518957945541,9563573724,824 CC,Volkswagen,Nexon,2025-03-22,2024-04-07,2024-04-17,Valid,HCV,Truck,Diesel,BS4,8,Grey,"Chaudhary, More and Choudhary",2020-02-12,3431430439,2024-04-21,Bally,TN67CH3791
188,209,68,New Registration,Approved,2025-08-18,"aadhaar,pan,etc",False,Janya Maharaj,Vasana Dave,"55/874
Roy Chowk
Burhanpur-499359",Partner,76656021648339741,9752844420,1005 CC,Tata Motors,Swift,2023-06-21,2022-01-11,2020-02-03,Valid,LMV,Bus,Petrol,BS4,8,Silver,Nayak and Sons,2021-11-01,3720597324,2024-04-20,Bidar,TN89CH3498
189,979,81,Transfer,Rejected,2025-06-29,"aadhaar,pan,etc",False,Falguni Sarna,Gavin Lad,"94/63, Deol Path
Jalandhar 472003",Partner,38846151614099912,6828403636,856 CC,Ford,Innova,2022-10-07,2020-12-01,2023-09-07,Expired,MCV,Motorcycle,Electric,BS4,6,Black,Chowdhury-Gara,2025-02-10,3975338789,2020-07-18,Amravati,TN22CH8800
190,764,77,Transfer,Approved,2025-06-15,"aadhaar,pan,etc",False,Veda Seshadri,Caleb Chokshi,"924
Suresh Circle
Karnal 130958",Partner,17974308809433636,7185478876,856 CC,Tata Motors,Innova,2023-09-08,2024-06-11,2021-05-26,Expired,HCV,Bus,Petrol,BS4,5,Blue,Mistry-Menon,2022-09-17,7602187205,2024-06-08,Bettiah,TN66CH6446
191,248,11,Transfer,Pending,2025-07-31,"aadhaar,pan,etc",False,Yatin Rastogi,Indrajit Chaudry,"77/530
Sarkar Street, Durg-783061",Partner,88861402751581307,914616688,1784 CC,Volkswagen,Innova,2024-05-27,2021-10-03,2025-01-08,Expired,MCV,Bus,Diesel,BS4,4,Grey,Pai Ltd,2024-07-06,7790833088,2022-10-02,Ambarnath,TN86CH5818
192,785,60,New Registration,Approved,2025-08-04,"aadhaar,pan,etc",False,Anjali Tripathi,Kevin Dada,"09/56, Chokshi Zila, Bhimavaram 957632",Single,81013285307225880,7661195530,824 CC,Tata Motors,Nexon,2024-02-07,2021-10-20,2022-11-09,Expired,LMV,Bus,Diesel,BS4,8,White,Shanker and Sons,2023-07-02,1554185297,2022-02-10,Panihati,TN26CH4430
193,600,54,Renewal,Rejected,2025-03-08,"aadhaar,pan,etc",False,Banjeet Jhaveri,Divya Dua,"26, Verma Road
Karawal Nagar-579325",Single,27044733546349929,9921647370,1753 CC,Honda,Figo,2020-05-02,2023-01-11,2023-04-05,Valid,HCV,Car,CNG,BS6,5,Blue,"Ray, Sekhon and Kakar",2022-06-03,1881352104,2023-03-09,Tiruppur,TN92CH2634
194,137,36,Renewal,Pending,2025-04-25,"aadhaar,pan,etc",False,Dominic Wason,Leela Kota,"H.No. 642
Barman Road
Mangalore-092047",Partner,3995284990153333,8375721213,1501 CC,Maruti Suzuki,Polo,2020-04-02,2023-02-12,2020-07-27,Expired,HMV,Truck,Diesel,BS6,2,Silver,Master LLC,2021-11-01,1302449551,2024-06-27,Bathinda,TN86CH1512
195,854,85,New Registration,Pending,2025-06-26,"aadhaar,pan,etc",False,Abhimanyu Wable,Eesha Kari,"10/21, Shankar Road, Visakhapatnam 078894",Partner,7207663185238033,4066918837,1587 CC,Hyundai,Innova,2022-04-03,2022-10-04,2020-05-06,Expired,HMV,Bus,Diesel,BS6,9,Blue,Saran-Bir,2022-03-30,7172412260,2020-02-15,Aurangabad,TN74CH5245
196,843,27,Transfer,Approved,2025-06-18,"aadhaar,pan,etc",False,Meghana Parsa,Riya Cherian,"H.No. 111, Nagar Circle
Aurangabad-344243",Partner,45142013389792479,3054645010,1895 CC,Volkswagen,i10,2022-12-01,2022-10-10,2022-01-02,Valid,MCV,Bus,Electric,BS4,3,Grey,Sunder-Bose,2022-02-05,8399076011,2023-11-11,Davanagere,TN62CH3321
197,308,83,Renewal,Rejected,2025-04-28,"aadhaar,pan,etc",False,Rachit Varma,Oscar Sinha,"30, Guha Street, Chapra-761729",Single,57789167276224554,470080174,934 CC,Honda,City,2020-12-09,2024-12-17,2023-08-07,Expired,HMV,Truck,Diesel,BS6,5,Silver,Kata PLC,2022-06-06,2480766474,2021-03-22,Ozhukarai,TN11CH8749
198,569,45,New Registration,Pending,2025-05-12,"aadhaar,pan,etc",False,Hritik Ramaswamy,Jeevika Ramesh,"14/168
Butala Street
Meerut-480637",Single,15766561915876322,4625848720,1655 CC,Toyota,City,2022-10-06,2021-03-02,2021-03-28,Valid,HCV,Car,CNG,BS4,3,Grey,Kaur PLC,2023-10-03,4849719237,2023-07-08,Khammam,TN67CH7058
199,20,57,Transfer,Approved,2025-08-03,"aadhaar,pan,etc",False,Krishna Minhas,Upasna Sathe,"H.No. 44
Brahmbhatt Nagar
Kozhikode 732315",Single,75984285445510703,3420439975,1935 CC,Ford,i10,2020-08-28,2021-09-21,2022-01-01,Expired,MCV,Bus,CNG,BS6,5,Blue,Iyengar-Oommen,2025-01-09,5264179371,2022-08-27,Ulhasnagar,TN76CH7019
200,247,27,Transfer,Pending,2025-05-16,"aadhaar,pan,etc",False,Ekalinga Bhatt,Girindra Narayan,"H.No. 13, Dhar Zila
Sri Ganganagar-584365",Single,71043698525308337,1001804226,1045 CC,Honda,Figo,2023-12-14,2025-04-16,2022-10-15,Expired,MCV,Bus,Diesel,BS6,5,Black,Biswas and Sons,2020-01-14,194674792,2020-08-09,Guntakal,TN91CH4473
201,344,55,New Registration,Approved,2025-05-21,"aadhaar,pan,etc",False,Frederick Arya,Samarth Dhar,"H.No. 17
Mody Road, Chandigarh-330608",Single,54686769307111436,4380188085,1469 CC,Maruti Suzuki,i10,2020-08-03,2024-05-02,2021-08-06,Expired,MCV,Truck,Petrol,BS6,5,Blue,Bhardwaj LLC,2023-03-04,799203315,2023-07-18,Rajpur Sonarpur,TN19CH7068
202,275,54,Transfer,Approved,2025-03-31,"aadhaar,pan,etc",False,Rushil Setty,Sara Reddy,"H.No. 565, Rai Nagar, Buxar 591557",Single,17885404422219963,2613682111,1536 CC,Maruti Suzuki,City,2021-02-13,2021-07-07,2024-01-18,Valid,HCV,Bus,Electric,BS4,9,Black,"Biswas, Bir and Sibal",2022-08-29,5081242338,2025-08-03,Phagwara,TN72CH1630
203,617,72,Renewal,Rejected,2025-05-12,"aadhaar,pan,etc",False,Raksha Deep,Raghav Aurora,"54, Kumer Chowk, Machilipatnam 929701",Single,51998687637960037,399010083,923 CC,Volkswagen,City,2023-01-15,2021-02-20,2023-04-01,Valid,MCV,Motorcycle,Petrol,BS6,2,Black,More-Zachariah,2024-08-08,2037329611,2024-11-10,Raichur,TN70CH2892
204,184,47,Renewal,Pending,2025-04-08,"aadhaar,pan,etc",False,Vedhika Madan,Yadavi Tank,"69
Bhavsar Circle
Guntakal 190532",Partner,61799914128122222,7494726730,1534 CC,Volkswagen,Figo,2020-01-30,2024-06-19,2022-11-16,Valid,HCV,Motorcycle,Diesel,BS4,4,Grey,Bal PLC,2020-11-16,3188796575,2025-05-11,Hapur,TN12CH3227
205,954,1,Renewal,Approved,2025-05-12,"aadhaar,pan,etc",False,Anvi Sharaf,Darika Om,"01, Kurian Marg, Panvel-422743",Single,87870697394219799,2299756166,808 CC,Maruti Suzuki,Innova,2020-03-01,2022-11-21,2021-09-04,Expired,MCV,Bus,Petrol,BS4,2,Silver,"Bath, Kale and Lall",2023-11-01,9911528321,2022-01-22,Gandhinagar,TN68CH9855
206,757,6,New Registration,Pending,2025-09-13,"aadhaar,pan,etc",False,Odika Nadig,Mahika Khanna,"586, Lall Marg, Yamunanagar 776328",Single,84683793242797362,3189747715,1431 CC,Tata Motors,City,2024-02-25,2020-06-29,2020-10-26,Valid,LMV,Car,Petrol,BS6,4,White,Basak Group,2020-07-03,659836216,2025-06-18,Guntur,TN49CH3569
207,580,81,New Registration,Approved,2025-03-08,"aadhaar,pan,etc",False,Harshil Kala,Noah Sarma,"09/036
Sahni Zila, Pudukkottai 692062",Partner,36602771522003018,4779634056,1142 CC,Hyundai,Polo,2021-12-01,2020-07-29,2025-04-16,Valid,HCV,Motorcycle,Petrol,BS4,8,Blue,"Hegde, Mistry and Bora",2025-05-29,7245670425,2021-06-26,Serampore,TN72CH4526
208,316,100,Renewal,Pending,2025-05-21,"aadhaar,pan,etc",False,Tamanna Mander,Falguni Tella,"H.No. 884, Seth Street, Kanpur-875334",Single,65652552986942747,9073386326,1200 CC,Ford,Nexon,2023-01-17,2023-02-04,2020-01-31,Expired,LMV,Car,Electric,BS6,5,Silver,"Sethi, Golla and Buch",2025-03-19,5066777541,2022-06-01,Tinsukia,TN56CH5382
